"id","nome","cnpj","label","Resumo","Tipo","Local","Responsável","Atividade Principal","Natureza Jurídica","Capital Social","Abertura","Sócios","Atividades secundárias"
281,"Erig Transporte Ltda","03338013000163","Erig Transporte ",,"Empresa","R Conde De Bonfim 1286 - Tijuca - 20.530-003
Rio De Janeiro - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana","Sociedade Empresária Limitada"," ",11/08/99,"Florival Alves, Fabio Teixeira Alves",
282,"Scanorte Auto Pecas & Servicos Ltda - Me","06990629000102","Scanorte Auto Pecas & Servicos  ",,"Empresa","Av Juscelino Kubitscheck 10920 - Barreira Do Triunfo - 36.092-060
Juiz De Fora - Mg",,"Comércio varejista de outros produtos não especificados anteriormente","Sociedade Empresária Limitada"," ",17/09/04,"Fabio Teixeira Alves, Marilda Medeiros Alves",
283,"Pafine-empreendimentos, Administracao E Participacoes Ltda","10791876000157","Pafine-Empreendimentos, Administracao e Participacoes ",,"Empresa","R Mauricio De Abreu 99 - Parque Beira Mar - 25.086-290
Duque De Caxias - Rj","Florival Alves","Holdings de instituições não-financeiras","Sociedade Empresária Limitada","100000.00",15/10/08,"Florival Alves, Fabio Teixeira Alves",
284," Auto Onibus Vera Cruz Ltda","29322070000148","Vera Cruz",,"Empresa","R General Camara 101 - Jardim 25 De Agosto - 25.070-340
Duque De Caxias - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","Sociedade Empresária Limitada"," ",01/06/71,"Florival Alves, Fabio Teixeira Alves, Marcelo Borges Soares De Almeida",
285," Transporte Fabio S Ltda","30621890000110"," Transporte Fabio S ",,"Empresa","R Mauricio De Abreu 99 - Pq Beira Mar - 25.086-290
Duque De Caxias - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","Sociedade Empresária Limitada"," ",16/08/79,"Florival Alves, Fabio Teixeira Alves, Iolanda Teixeira Alves","Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal; Outros transportes rodoviários de passageiros não especificados anteriormente"
286,"Transporte Intermunicipal Ltda - Me","33141185000103","Transporte Intermunicipal  ",,"Empresa","R Alvarenga Peixoto 20 - Vigario Geral - 21.240-690
Rio De Janeiro - Rj","Francisco Pereira Ramos","Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional","Sociedade Empresária Limitada","261000.00",17/08/66,"Francisco Pereira Ramos, Florival Alves, Fabio Teixeira Alves",
287,"Gatao Veiculos Ltda","42204073000145","Gatao Veiculos ",,"Empresa","R General Camara 101 - 25 De Agosto - 25.070-340
Duque De Caxias - Rj","Florival Alves","Representantes comerciais e agentes do comércio de veículos automotores","Sociedade Empresária Limitada",,29/08/73,"Florival Alves, Fabio Teixeira Alves",
288,"Agencia De Viagens E Turismo Reitur Ltda - Me","04159420000176","Agencia de Viagens e Turismo Reitur  ",,"Empresa","R Arlindo Janot 30 - Bonsucesso - 21.041-160
Rio De Janeiro - Rj",,"Agências de viagens","Sociedade Empresária Limitada"," ",22/11/00,"Maximino Soares Tomaz, Anibal De Sequeira, Jose De Sequeira, Albino De Sequeira, Manuel Marques Marieiro, Joao Morgado, Marilene Da Silva Morgado, Carlina Rodrigues Dias, Antonio Joaquim Alves Da Costa, Jose Luiz Teixeira Dias, Maria Luiza Teixeira Marzullo, Alfredo Ferreira Da Silva","Serviços de reservas e outros serviços de turismo não especificados anteriormente"
289,"Posto Santa Clara De Copacabana Limitada","00089378000103","Posto Santa Clara de Copacabana Limitada",,"Empresa","Av Atlantica S/n - Copacabana - 22.041-010
Rio De Janeiro - Rj",,"Comércio varejista de combustíveis para veículos automotores","Sociedade Empresária Limitada"," ",10/06/94,"Luiz Carlos De Brito, Joao Morgado",
290," Joao Morgado Bar E Mercearia","49167661000103"," Joao Morgado Bar e Mercearia",,"Empresa",,,,," ",,,
291," Idex Impressos Ltda","15530696000135"," Idex Impressos ",,"Empresa",,,"Gestão de ativos intangíveis não-financeiros",," ",04/05/12,,
292," Comprix Impressos E Etiquetas Ltda - Epp","02741054000133"," Comprix Impressos e Etiquetas  - ",,"Empresa","Av Das Americas 2250 - Barra Da Tijuca - 22.640-101
Rio De Janeiro - Rj",,"Comércio varejista especializado de equipamentos e suprimentos de informática","Sociedade Empresária Limitada"," ",14/09/98,"Maria Luiza Teixeira Marzullo, Bruno Teixeira Marzullo",
293,"Industria E Empacotadora De Alimentos Vilarino Ltda - Me","04555007000120","Rural",,"Empresa","Av Sargento Leontino 23 - Centro - 76.305-000
Nova Gloria - Go",,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada","Sociedade Empresária Limitada"," ",13/06/01,"Edmar Jose Vilarino, Maria Do Carmo Alves Da Costa","Fabricação de farinha de milho e derivados, exceto óleos de milho; Moagem e fabricação de produtos de origem vegetal não especificados anteriormente; Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente"
294,"Associacao Dos Deficientes De Jose De Freitas","23655319000150","Associacao Dos Deficientes de Jose de Freitas",,"Empresa",,,,," ",,,
295,"Bicota Sorvetes E Lanches Ltda - Me","11165283000148","Bicota Sorvetes e Lanches  ",,"Empresa","R Carlos Arnaldo Krug 238 - Jardim Eulina - 13.063-120
Campinas - Sp",,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente","Sociedade Empresária Limitada"," ",31/08/09,"Rafael De Campos Naves, Jose Rocha Naves",
296,"Fluminauto Participacoes Ltda","30121974000194","Fluminauto",,"Empresa","Av Nossa Senhora De Copacabana 928 - Copacabana - 22.060-002
Rio De Janeiro - Rj","Hilda Sequeira Pinto","Incorporação de empreendimentos imobiliários","Sociedade Empresária Limitada","1000.00",23/12/68,"Hilda Sequeira Pinto, Anibal Sergio De Sequeira, Rosane Batista De Sequeira, Alexandre Batista De Sequeira",
297," Cipan Participacoes Ltda","33293721000196","Cipan Participacoes ",,"Empresa","Av Nossa Senhora De Copacabana 928 - Copacabana - 22.060-002
Rio De Janeiro - Rj","Hilda Sequeira Pinto","Aluguel de imóveis próprios","Sociedade Empresária Limitada","3289484.00",21/06/67,"Hilda Sequeira Pinto, Anibal Sergio De Sequeira, Rosane Batista De Sequeira, Alexandre Batista De Sequeira",
298,"Academia Dj Bros Ltda - Me","18112513000150","Academia Dj Bros  ",,"Empresa","Av Das Americas 14205 - Recreio Dos Bandeirantes - 22.790-701
Rio De Janeiro - Rj",,"Atividades de condicionamento físico","Sociedade Empresária Limitada"," ",13/05/13,"Oswaldo Dias Jurema, Daniel Dias Jurema",
299,"Odj Apoio Administrativo Ltda - Me","24058392000108","Odj Apoio Administrativo  ",,"Empresa","R Coronel Paulo Malta Rezende 180 - Barra Da Tijuca - 22.631-005
Rio De Janeiro - Rj",,"Serviços combinados de escritório e apoio administrativo","Sociedade Simples Limitada"," ",22/01/16,"Oswaldo Dias Jurema, Ana Carolina Rodriguez Da Cruz",
300,"Real-sp Holding Ltda","26994507000100","Real-Sp Holding ",,"Empresa",,,"Holdings de instituições não-financeiras",," ",31/01/17,,
301,"Breda Rio Transportes Ltda","00504112000180","Breda Rio Transportes ",,"Empresa","R Monsenhor Alves Rocha 140 - Penha - 21.070-540
Rio De Janeiro - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",15/03/95,"Adelino Dos Santos, Alvaro Rodrigues Lopes, Valter Dos Santos Lopes",
302,"Transportes Zona Oeste Ltda","00694702000112","Transportes Zona Oeste ",,"Empresa","Av Cesario De Melo 11800 - Paciencia - 23.585-126
Rio De Janeiro - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",14/06/95,"Alvaro Rodrigues Lopes, Valter Dos Santos Lopes, Sergio Alexandre Rodrigues Henriques",
303,"Viacao Costeira Ltda - Epp","01496622000115","Viacao Costeira",,"Empresa","Est Sao Marcos 1710 - Mangaratiba - 23.860-000
Mangaratiba - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",17/10/96,"Maria Rosete Rodrigues, Alvaro Rodrigues Lopes, Valter Dos Santos Lopes",
304,"Viacao Top Rio Ltda.","03055857000105","Via Rio",,"Empresa","R Chrisostomo Pimentel De Oliveira 1399 - Anchieta - 21.645-521
Rio De Janeiro - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",28/10/98,"Alvaro Rodrigues Lopes","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana; Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional"
305,"Trans Turismo Petropolis Limitada - Me","28712040000185","Trans Turismo Petropolis",,"Empresa","R Carlos Laet 26 - Vila Nova - 26.225-530
Nova Iguacu - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","Sociedade Empresária Limitada"," ",28/03/72,"Adelino Dos Santos, Alvaro Rodrigues Lopes, Valter Dos Santos Lopes",
306,"Expresso Mangaratiba Ltda","31916059000158","Expresso Mangaratiba ",,"Empresa","R Almirante Barroso 800 - Centro - 25.010-010
Duque De Caxias - Rj","Alvaro Rodrigues Lopes","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana","Sociedade Empresária Limitada",,18/07/72,"Alvaro Rodrigues Lopes, Valter Dos Santos Lopes, Maria Rosete Rodrigues",
307,"Auto Diesel Ltda","33015157000140","Auto Diesel ",,"Empresa","Av Chrisostomo Pimentel Oliveira 1471 - Anchieta - 21.655-613
Rio De Janeiro - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",02/08/66,"Adelino Dos Santos, Alvaro Rodrigues Lopes, Valter Dos Santos Lopes","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana; Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal; Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional"
308,"Empresa De Viacao Algarve Ltda - Me","01435418000194","Empresa de Viacao Algarve  ",,"Empresa","Av Cesario De Melo 11800 - Paciencia - 23.585-126
Rio De Janeiro - Rj",,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal","Sociedade Empresária Limitada"," ",05/09/96,"Alvaro Rodrigues Lopes, Valter Dos Santos Lopes, Sergio Alexandre Rodrigues Henriques",
309,"Mais Global Turistica Ltda","15331057000140","Mais Global Turistica ",,"Empresa",,,,," ",,,
310,"Garagem Estrela Azul Ltda - Me","33527854000180","Garagem Estrela Azul  ",,"Empresa","R Luiz Barbosa 55 - Vila Isabel - 20.511-010
Rio De Janeiro - Rj","Alfredo Cesar Martins","Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente","Sociedade Empresária Limitada","35000.00",26/09/66,"Alfredo Cesar Martins, Joao Martins, Manuel Serafim Vieira Cardoso, Luiz Martins, Reynaldo Motta, Joao Cardoso Martins, Anete Martins Goncalves, Luis Claudio Martins, Lizete Correa Miranda",
311,"Casa De Recuperacao Juntos Podemos","10326600000106","Casa de Recuperacao Juntos Podemos",,"Empresa","Al Ipe 13 - Recanto Das Flores - 38.047-709
Uberaba - Mg","Luis Claudio Martins","Atividades associativas não especificadas anteriormente","Associação Privada",,13/08/08,"Luis Claudio Martins",
312," Luis Claudio Martins","21151403000101"," Kisabor Doces & Salgados",,"Empresa","Sit Quebra Coco Sn - Zona Rural - 36.500-000
Uba - Mg",,"Fornecimento de alimentos preparados preponderantemente para consumo domiciliar","Empresário (Individual)"," ",02/10/14,,
313," Luis Claudio Martins","21885641000140","Martins Refomas Em Geral",,"Empresa","Tv Carvalho 708 - Caramujo - 24.140-410
Niteroi - Rj",,"Obras de alvenaria","Empresário (Individual)"," ",17/02/15,,
314," Luis Claudio Martins","25023020000109"," La Bella Donna Pizzaria",,"Empresa",,,,," ",,,
315," Luis Claudio Martins","25252272000100"," Cia do Pastel",,"Empresa",,,,," ",,,
316," Motta Consultoria Ltda - Me","01786845000117"," Motta Consultoria  ",,"Empresa","R Jose Vicente 92 - Grajau - 20.540-330
Rio De Janeiro - Rj",,"Desenvolvimento e licenciamento de programas de computador não-customizáveis","Sociedade Empresária Limitada"," ",28/08/96,"Alexandre Vieira Motta, Reynaldo Motta",
317,"Eco Solutions Participacoes Ltda","07572257000167","Eco Solutions Participacoes ",,"Empresa",,,"Holdings de instituições não-financeiras",," ",25/07/05,,
318,"Kazaro Pecas E Acessorios Ltda - Epp","42322248000119","Kazaro Pecas e Acessorios  - ",,"Empresa","R Siqueira Campos 215 - Copacabana - 22.031-070
Rio De Janeiro - Rj","Antonio Godinho De Oliveira","Comércio a varejo de peças e acessórios novos para veículos automotores","Sociedade Empresária Limitada",,17/01/74,"Antonio Godinho De Oliveira, Ricardo Luiz Castro Valadares",
319,"Barroso E Alvarenga Promocoes Propaganda E Publicidade Ltda","06111718000131"," Propaganda Circular",,"Empresa","Av Das Americas 1155 - Barra Da Tijuca - 22.631-903
Rio De Janeiro - Rj",,"Agências de publicidade","Sociedade Simples Limitada"," ",29/01/04,"Francisco Vitor Tenreiro Barroso, Patrick Moreira De Alvarenga, Antonio Correia Barbosa",
320," Associacao Dos Amigos Da Araucaria E Adjacencias","31998867000101"," Associacao Dos Amigos da Araucaria e Adjacencias",,"Empresa",,,,," ",,,
323,"Posto E Garagem Tira Teima Ltda","16718651000151","Posto e Garagem Tira Teima ",,"Empresa",,,,," ",,,
324,"Inove Administracao E Participacoes Ltda","22095006000122","Inove Holding",,"Empresa",,,"Administracao de obras ","Sociedade Empresária Limitada"," ",20/03/15,,
325,"Luz Azul Construcoes Eireli","25042337000192","Luz Azul Construcoes",,"Empresa","R Conde De Bonfim 344 - Tijuca - 20.520-054
Rio De Janeiro - Rj","Amelia Regina Salama Rodrigues","Construção de edifícios","Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)","250000.00",08/06/16,"Amelia Regina Salama Rodrigues, Thiago Salama Rodrigues",
327,"Rpar 13 Participacoes Ltda","06246616000123","Rpar 13 Participacoes ",,"Empresa","Av Brasil 8255 - Ramos - 21.030-000
Rio De Janeiro - Rj",,"Holdings de instituições não-financeiras","Sociedade Empresária Limitada"," ",06/05/04,"Rosane Ferreira Barata, Pedro Aurelio Barata De Miranda Lins, Arthur Barata Pastorelli, Rachel Barata Pastorelli",
328,"Ciac Logistica De Oleo E Gas Ltda","14337507000140","Ciac Logistica de Oleo e Gas ",,"Empresa","R Rebeche Sn - Praia Grande - 28.930-000
Arraial Do Cabo -  Carga E Descarga","Superar-rio Refrigeracao Ltda - Me","Armazéns gerais - emissão de warrant","Sociedade Empresária Limitada","1000000.00",22/09/11,"Superar-rio Refrigeracao Ltda - Me, Roberto Bomgiovanni, Pedro Aurelio Barata De Miranda Lins, Equitrans - Equipamentos, Transporte E Logistica Ltda - Epp","Organização logística do transporte de carga"
329,"Rentabus Locacao De Veiculos Ltda","18888064000136","Rentabus Locacao de Veiculos ",,"Empresa",,,,," ",,,
330," Bgs Companhia Securitizadora De Creditos Financeiros","19123930000160"," Bgs Companhia Securitizadora de Creditos Financeiros",,"Empresa",,,,," ",,,
332,"Transriver Transportes Ltda","27608256000132","Transriver Transportes ",,"Empresa","Est Da Pedra 3885 - Guaratiba - 23.030-380
Rio De Janeiro - Rj",,"Transporte escolar","Sociedade Empresária Limitada"," ",01/09/81,"Jacob Barata, Jacob Barata Filho, Rosane Ferreira Barata, David Ferreira Barata, Jacob & Daniel Participacoes S/a, Eny Ferreira Correia, Carmen Amim Fernandez, Carlos Marcio Ferreira Correia, Fernando Aurelio Ferreira Netto","Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana; Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana"
333,"Nacional De Niteroi Caminhoes Onibus Ltda","03427262000125","Nacional de Niteroi Caminhoes Onibus ",,"Empresa","Av Santa Luzia S/n - Santa Luzia - 24.722-315
Sao Goncalo - Rj",,"Comércio por atacado de caminhões novos e usados","Sociedade Empresária Limitada"," ",07/11/97,"Manuel Ferreira Goncalves, Luis Carlos Rebelo Goncalves, Raimundo Pereira Da Silva Filho",
334,"Nacional Rio De Janeiro Caminhoes E Onibus Ltda","06927988000115","Nacional Rio de Janeiro Caminhoes e Onibus ",,"Empresa","Faz Sao Joaquim, Br 101 Rodovia 0 Qd0000 - Centro - 24.800-000
Itaborai - Rj",,"Comércio por atacado de caminhões novos e usados","Sociedade Empresária Limitada"," ",01/07/04,"Margareth Goncalves Schmidt, Manuel Ferreira Goncalves, Luis Carlos Rebelo Goncalves, Elizabeth Goncalves Gomes",
335,"Nacional Norte Rio De Janeiro Caminhoes E Onibus Ltda","08409216000117","Nacional Norte",,"Empresa","Av Carlos Alberto Chebabe 1754 - Guarus - 28.073-506
Campos Dos Goytacazes -  Serviços De Manutenção E Reparação Mecânica De Veículos Automotores",,"Comércio a varejo de automóveis, camionetas e utilitários novos","Sociedade Empresária Limitada"," ",24/10/06,"Manuel Ferreira Goncalves, Romulo Cesar Campos Lara","Comércio a varejo de peças e acessórios novos para veículos automotores"
336,"Via Norte Participacoes E Empreendimentos Imobiliarios Ltda","12432546000109","Via Norte Participacoes e Empreendimentos Imobiliarios ",,"Empresa","Est General Canrobert Da Costa 536 - Realengo - 21.710-400
Rio De Janeiro - Rj",,"Compra e venda de imóveis próprios","Sociedade Empresária Limitada"," ",24/06/10,"Manuel Ferreira Goncalves, Margareth Goncalves Schmidt, Elizabeth Goncalves Gomes, Luis Carlos Rebelo Goncalves, Auto Viacao Bangu Ltda",
337,"Escritorio Contabil J M Sociedade Simples Ltda - Epp","15545724000198","Contabil JM",,"Empresa","R Mario Soler 163 - Jardim Peri - 02.632-050
Sao Paulo - Sp",,"Atividades de contabilidade","Sociedade Simples Limitada"," ",29/02/12,"Manuel Ferreira Goncalves, Jair Portela",
338,"Lacosta Turismo E Logistica Ltda","32579138000183","Lacosta Tur",,"Empresa","Est General Canrobert Da Costa 536 - Realengo - 21.710-400
Rio De Janeiro - Rj","Manuel Ferreira Goncalves","Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal","Sociedade Empresária Limitada","7300000.00",23/06/89,"Manuel Ferreira Goncalves, Luis Carlos Rebelo Goncalves, Elizabeth Goncalves Gomes, Margareth Goncalves Schmidt","Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal; Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional; Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal; Transporte escolar; Organização de excursões em veículos rodoviários próprios, municipal; Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional; Organização logística do transporte de carga; Locação de automóveis sem condutor; Locação de outros meios de transporte não especificados anteriormente, sem condutor; Serviço de transporte de passageiros - locação de automóveis com motorista; Operadores turísticos; Outros transportes rodoviários de passageiros não especificados anteriormente; Operador de transporte multimodal - OTM"
339,"Guandu Veiculos Ltda","33087586000122","Guandu Veiculos ",,"Empresa","Av Cesario De Melo 3709 - Campo Grande - 23.055-002
Rio De Janeiro - Rj",,"Comércio a varejo de automóveis, camionetas e utilitários novos","Sociedade Empresária Limitada"," ",22/04/67,"Manuel Ferreira Goncalves, Lucia Maria Rebelo Goncalves",
340," Comercio De Couros Madureira Ltda - Epp","33302605000196"," Comercio de Couros Madureira  - ",,"Empresa","R Domingos Lopes 802 - Madureira - 21.310-120
Rio De Janeiro - Rj","Manuel Lopes Guimaraes","Comércio varejista de outros produtos não especificados anteriormente","Sociedade Empresária Limitada",,03/06/69,"Manuel Lopes Guimaraes, Guilhermina Moreira De Almeida, Alfredo Fernandes, Manuel Ferreira Goncalves, Manoel Rodrigues Fernandes Filho, Jose De Jesus Fernandes Coelho, Otilia Ferreira Da Silva",
341,"Jfam Participacoes E Empreendimentos Imobiliarios Ltda","20301887000165","Jfam Participacoes e Empreendimentos Imobiliarios ",,"Empresa",,,"Incorporação de empreendimentos imobiliários","Sociedade Empresária Limitada"," ",21/05/14,,
342,"Tekinha Comercio De Armarinhos E Brinquedos Ltda - Me","50889245000190","Tekinha Comercio de Armarinhos e Brinquedos  ",,"Empresa","R Adherbal Stresser 935 - Jardim Arpoador - 05.566-000
Sao Paulo - Sp","Fernando Ferreira Amado","Comércio varejista de artigos de papelaria","Sociedade Empresária Limitada","5000.00",29/07/82,"Fernando Ferreira Amado, Juan Amado Bernabeu","Comércio varejista de brinquedos e artigos recreativos; Impressão de material para outros usos; Fotocópias; Serviços de encadernação e plastificação; Serviços de gravação de carimbos, exceto confecção"
